日期,时间,纬度,纬度方向,经度,经度方向,地面速率,航向,海拔
2017年05月10日,01时42分16秒,40'48.081,北纬,111'41.428,东经,007.6,248.9,1041ft
2017年05月10日,01时42分18秒,40'48.079,北纬,111'41.423,东经,007.2,250.0,1041ft
2017年05月10日,01时42分18秒,40'48.079,北纬,111'41.423,东经,007.2,250.0,1041ft
2017年05月10日,01时42分20秒,40'48.078,北纬,111'41.419,东经,005.9,251.7,1041ft
2017年05月10日,01时42分20秒,40'48.078,北纬,111'41.419,东经,005.9,251.7,1042ft
2017年05月10日,01时42分21秒,40'48.077,北纬,111'41.417,东经,003.9,251.9,1042ft
2017年05月10日,01时42分23秒,40'48.076,北纬,111'41.414,东经,004.0,258.6,1042ft
2017年05月10日,01时42分23秒,40'48.076,北纬,111'41.414,东经,004.0,258.6,1042ft
2017年05月10日,01时42分24秒,40'48.076,北纬,111'41.413,东经,003.7,256.9,1042ft
2017年05月10日,01时42分26秒,40'48.075,北纬,111'41.411,东经,003.1,253.5,1042ft
2017年05月10日,01时42分26秒,40'48.075,北纬,111'41.411,东经,003.1,253.5,1043ft
2017年05月10日,01时42分28秒,40'48.075,北纬,111'41.408,东经,003.9,249.8,1043ft
2017年05月10日,01时42分28秒,40'48.075,北纬,111'41.408,东经,003.9,249.8,1044ft
2017年05月10日,01时42分30秒,40'48.074,北纬,111'41.404,东经,003.9,250.6,1044ft
2017年05月10日,01时42分31秒,40'48.074,北纬,111'41.402,东经,003.3,252.0,1044ft
2017年05月10日,01时42分32秒,40'48.075,北纬,111'41.401,东经,003.3,255.6,1045ft
2017年05月10日,01时42分32秒,40'48.075,北纬,111'41.401,东经,003.3,255.6,1045ft
2017年05月10日,01时42分33秒,40'48.076,北纬,111'41.400,东经,004.3,260.9,1046ft
2017年05月10日,01时42分35秒,40'48.078,北纬,111'41.400,东经,002.7,354.6,1046ft
2017年05月10日,01时42分35秒,40'48.078,北纬,111'41.400,东经,002.7,354.6,1047ft
2017年05月10日,01时42分37秒,40'48.079,北纬,111'41.401,东经,002.7,354.6,1047ft
2017年05月10日,01时42分37秒,40'48.079,北纬,111'41.401,东经,002.7,354.6,1047ft
2017年05月10日,01时42分39秒,40'48.080,北纬,111'41.402,东经,002.5,354.6,1048ft
2017年05月10日,01时42分39秒,40'48.080,北纬,111'41.402,东经,002.5,354.6,1048ft
2017年05月10日,01时42分40秒,40'48.080,北纬,111'41.403,东经,001.7,354.6,1048ft
2017年05月10日,01时42分41秒,40'48.080,北纬,111'41.403,东经,001.7,354.6,1049ft
2017年05月10日,01时42分42秒,40'48.080,北纬,111'41.404,东经,001.6,354.6,1049ft
2017年05月10日,01时42分44秒,40'48.080,北纬,111'41.405,东经,001.4,354.6,1049ft
2017年05月10日,01时42分44秒,40'48.080,北纬,111'41.405,东经,001.4,354.6,1049ft
2017年05月10日,01时42分45秒,40'48.081,北纬,111'41.405,东经,001.5,354.6,1049ft
2017年05月10日,01时42分47秒,40'48.081,北纬,111'41.407,东经,001.2,354.6,1049ft
2017年05月10日,01时42分47秒,40'48.081,北纬,111'41.407,东经,001.2,354.6,1049ft
2017年05月10日,01时42分49秒,40'48.081,北纬,111'41.407,东经,000.4,354.6,1050ft
2017年05月10日,01时42分50秒,40'48.081,北纬,111'41.407,东经,000.0,354.6,1050ft
2017年05月10日,01时42分50秒,40'48.081,北纬,111'41.407,东经,000.0,354.6,1050ft
2017年05月10日,01时42分52秒,40'48.081,北纬,111'41.408,东经,000.0,354.6,1050ft
2017年05月10日,01时42分53秒,40'48.081,北纬,111'41.408,东经,000.0,354.6,1050ft
2017年05月10日,01时42分53秒,40'48.081,北纬,111'41.408,东经,000.0,354.6,1050ft
2017年05月10日,01时42分55秒,40'48.081,北纬,111'41.408,东经,000.0,354.6,1050ft
2017年05月10日,01时42分56秒,40'48.081,北纬,111'41.408,东经,000.0,354.6,1050ft
2017年05月10日,01时42分56秒,40'48.081,北纬,111'41.408,东经,000.0,354.6,1050ft
2017年05月10日,01时42分58秒,40'48.081,北纬,111'41.408,东经,000.0,354.6,1050ft
2017年05月10日,01时42分58秒,40'48.081,北纬,111'41.408,东经,000.0,354.6,1050ft
2017年05月10日,01时43分00秒,40'48.081,北纬,111'41.408,东经,000.0,354.6,1050ft
2017年05月10日,01时43分00秒,40'48.081,北纬,111'41.408,东经,000.0,354.6,1050ft
2017年05月10日,01时43分02秒,40'48.081,北纬,111'41.408,东经,000.0,354.6,1050ft
2017年05月10日,01时43分03秒,40'48.081,北纬,111'41.408,东经,000.0,354.6,1050ft
2017年05月10日,01时43分03秒,40'48.081,北纬,111'41.408,东经,000.0,354.6,1050ft
2017年05月10日,01时43分05秒,40'48.081,北纬,111'41.408,东经,000.0,354.6,1050ft
2017年05月10日,01时43分05秒,40'48.081,北纬,111'41.408,东经,000.0,354.6,1050ft
2017年05月10日,01时43分06秒,40'48.081,北纬,111'41.408,东经,000.0,354.6,1050ft
2017年05月10日,01时43分07秒,40'48.081,北纬,111'41.408,东经,000.0,354.6,1050ft
2017年05月10日,01时43分09秒,40'48.081,北纬,111'41.408,东经,000.0,354.6,1050ft
2017年05月10日,01时43分10秒,40'48.081,北纬,111'41.408,东经,000.0,354.6,1050ft
2017年05月10日,01时43分10秒,40'48.081,北纬,111'41.408,东经,000.0,354.6,1050ft
